|index|text|flg_crime|cat_crime
199|433|Ação contou com participação das polícias da BA e MG Foto: Polícia Civil     Ação contou com participação das polícias da BA e MG Foto: Polícia Civil               Suspeitas de envolvimento em um golpe conhecido como “falsa garota de programa” foram alvo de uma operação das Polícia Civil da Bahia e de Minas Gerais (PCMG) nesta quinta feira (29) em Montes Claros.        Segundo as informações divulgadas pela PCMG  a ação  denominada Falsus Meretrix  cumpriu mandados de busca e apreensão em dois bairros da cidade norte mineira. A investigação teve início em novembro de 2024 após uma moradora de Vitória da Conquista ser alvo de ameaças ao cancelar um encontro com uma suposta garota de programa que conheceu por meio da internet.       Clique aqui para seguir o canal do g1 Grande Minas no WhatsApp            “A vítima recebeu diversas mensagens ameaçadoras via WhatsApp  incluindo vídeos de criminosos armados intimidando sua família  e foi coagida a realizar transferências bancárias via PIX”  detalhou a PCMG.       Com o andamento da apuração  a polícia baiana identificou que as beneficiárias das transferências moram em Montes Claros.       “Apesar de declararem uma renda inferior a um salário mínimo  as suspeitas movimentaram aproximadamente R$ 100 mil em um período de quatro meses  conforme apontou o levantamento realizado pela Polícia Civil da Bahia.”       As investigações continuam para identificar outros envolvidos no golpe.       A operação contou com a participação da 1ª DT de Vitória da Conquista  da 10ª Coordenadoria Regional de Polícia do Interior (Coorpin/Conquista) e da Agência de Inteligência e LAB LD do 11º Departamento de Polícia Civil de Minas Gerais. As ordens judiciais foram expedidas pela 2ª Vara Criminal da Comarca de Vitória da Conquista (BA).       VEJA TAMBÉM:                               Simulado de acidente de trânsito é realizado no centro de Montes Claros             Vídeos do Norte  Centro e Noroeste de MG         50 vídeos             Veja mais notícias da região em g1 Grande Minas.|N|OUTROS CIBERCRIMES
200|435|Operação Falso Correntista prendeu homem por estelionato em Dracena (SP) Foto: Polícia Civil     Operação Falso Correntista prendeu homem por estelionato em Dracena (SP) Foto: Polícia Civil               Um homem  de 58 anos  foi preso em flagrante suspeito de tentar aplicar um golpe de estelionato em uma agência bancária  localizada na Avenida Presidente Vargas  no Centro  em Dracena (SP).        📱 Participe do Canal do g1 Presidente Prudente e Região no WhatsApp       De acordo com a Polícia Civil  a equipe foi acionada  nesta quarta feira (28)  pela própria instituição  que relatou que um homem estava tentando abrir uma conta empresarial utilizando um documento de identidade suspeito e um comprovante de residência.       Os agentes se deslocaram até o local e conseguiram abordar o rapaz ainda dentro do banco. De acordo com as investigações  o suspeito tentou abrir uma conta bancária empresarial passando se por um empresário da cidade com documentos falsificados.            O rapaz confessou à polícia que saiu de São Paulo (SP) para praticar golpes na região  e que havia se hospedado em um hotel de Dracena pela manhã.       Na bagagem do suspeito  a equipe localizou outros dois documentos aparentemente falsos com informações de empresários de Junqueirópolis (SP) e Monte Castelo (SP)  que possivelmente seriam vítimas de futuras fraudes.       Foram apreendidos os dois documentos falsos  dois celulares  R$ 2.500 em cédulas com indícios de falsificação  cerca de R$ 1.900 em espécie  entre outros itens.       O homem foi conduzido à Delegacia da Polícia Civil de Dracena  onde  ao ser interrogado  exerceu o direito de permanecer em silêncio. Ele foi autuado pelos crimes de uso de documento falso  falsificação de documento público  moeda falsa e estelionato.       De acordo com a Polícia Civil  o investigado já apresenta antecedentes criminais  sendo 12 registros por estelionato  duas ocorrências por falsificação de documento público  três por uso de documento falso e duas por falsidade ideológica.             Operação Falso Correntista prendeu homem por estelionato em Dracena (SP) Foto: Polícia Civil     Operação Falso Correntista prendeu homem por estelionato em Dracena (SP) Foto: Polícia Civil            VÍDEOS: Tudo sobre a região de Presidente Prudente       Veja mais notícias em g1 Presidente Prudente e Região.|N|
201|443|Deic prende homens suspeitos atuar em organização criminosa que oferecia cursos para golpe                Policiais civis da Divisão Especializada de Investigações Criminais (Deic) de São José do Rio Preto (SP) prenderam  em São Paulo e no Rio de Janeiro  dois homens suspeitos de atuar na organização criminosa investigada por oferecer cursos para estelionatários nesta sexta feira (28). Participe do canal do g1 Rio Preto e Araçatuba no WhatsApp       Conforme a Deic  foram cumpridos dois mandados de prisão preventiva e de busca e apreensão contra os homens  que fizeram dezenas de vítimas nas regiões de Rio Preto e Araçatuba (SP). As investigações começaram em Rio Preto  após três vítimas registrarem boletim de ocorrência.       O primeiro  de 21 anos  conhecido como “Malvadão”  foi apontado como o programador da quadrilha. Ele é identificado como o responsável pela criação e manutenção das ferramentas tecnológicas utilizadas para fraudes eletrônicas  clonagem de cartões de créditos  comercialização de dados e ataques a sistemas de segurança digital.                   |N|OUTROS CIBERCRIMES
202|444|cia de Rio Preto (SP) prende suspeitos de atuar em quadrilha que oferece cursos online para golpistas Foto: Polícia Civil/Divulgação     Polícia de Rio Preto (SP) prende suspeitos de atuar em quadrilha que oferece cursos online para golpistas Foto: Polícia Civil/Divulgação        A equipe localizou o suspeito no bairro Guaratiba  zona oeste da capital fluminense. No momento da abordagem  ele tentou destruir um celular  jogando ele no chão  o que configura tentativa de eliminação de provas.       De acordo com a polícia  ele tentou resistir à prisão. Durante as buscas na casa dele  foram apreendidos três celulares e um computador  que foram encaminhados para perícia.|N|OUTROS CIBERCRIMES
203|445|cia de Rio Preto (SP) cumpre mandados de prisão em São Paulo (SP) e Rio de Janeiro (RJ) Foto: Polícia Civil/Divulgação     Polícia de Rio Preto (SP) cumpre mandados de prisão em São Paulo (SP) e Rio de Janeiro (RJ) Foto: Polícia Civil/Divulgação             Outro investigado foi encontrado na zona noroeste de São Paula  na região de Pirituba. O suspeito  de 20 anos  conhecido como “Fusão”  já tinha sido preso em 2023 por invasões a sistemas governamentais e por usar dados e informações bancárias das vítimas.       O suspeito é um dos principais fornecedores de cartões para a organização criminosa. Na residência dele  a polícia apreendeu um computador e dois celulares. A análise dos equipamentos revelou a presença de dados bancários  além de softwares para coleta de informações digitais.      Escola para estelionatários                              Professor do golpe digital oferecia aulas do crime e tinha mais de 180 mil cartões clonados         A Operação Shadow Hacker começou em dezembro de 2024  ocasião em que foi preso o chefe da organização criminosa  identificado como Paulo César Gomes da Silva Dutra  o “Banucha”  considerado o mentor intelectual do grupo.            Ele era responsável por ministrar treinamentos  prover suporte técnico e recrutar novos membros. Banucha Gomes operava em um site ilegal chamado de Brasil Store  trata se de uma loja virtual  exclusiva para criminosos.       O site oferecia acesso a informações sigilosas para que o interessado em aplicar golpes consiga abrir contas bancárias  fazer compras virtuais em nome de outras pessoas. O portal foi retirado do ar durante a primeira fase da operação.             Escola do crime: criminoso oferecia curso online para golpistas Foto: Reprodução/TV Globo     Escola do crime: criminoso oferecia curso online para golpistas Foto: Reprodução/TV Globo        A atuação de Banucha atingiu um público de mais de 50 mil pessoas e ele chegou a disponibilizar mais de 10 mil cartões bancários clonados para os clientes criminosos apenas no fim de 2024.            Depois de um ano e meio de investigação  Banucha foi preso em dezembro de 2024  no município de Rio das Ostras. Na casa dele  os investigadores encontraram drogas e duas armas com numeração raspada.       A perícia descobriu que Banucha tinha no computador um total de 180 mil cartões clonados. Segundo a polícia  o faturamento dele com seus alunos golpistas chegava a R$ 1 5 milhão por mês.       Procurada pelo Fantástico  a defesa de Banucha Gomes diz que as acusações são infundadas e superficiais  sendo certo que todos os esclarecimentos serão devidamente prestados no curso da investigação. A nota afirma também que ele é primário  sem antecedentes criminais e está à disposição da justiça para prestar quaisquer esclarecimentos necessários.       Veja mais notícias da região em g1 Rio Preto e Araçatuba.      VÍDEOS: confira as reportagens da TV TEM         50 vídeos|S|OUTROS CIBERCRIMES
204|451|Delegacia da Polícia Civil de Divinópolis Foto: Giovani Santos/Divulgação     Delegacia da Polícia Civil de Divinópolis Foto: Giovani Santos/Divulgação                A Polícia Civil investiga uma revendedora de cosméticos suspeita de aplicar golpes em Divinópolis. Segundo o órgão  Joice Stefani da Paixão teria enganado diversas clientes ao vender produtos de beleza por preços muito abaixo do mercado  mas sem entregar os itens comprados.        O prejuízo estimado já ultrapassa R$ 300 mil  e milhares de vítimas foram identificadas. O g1 tenta contato com a investigada.       De acordo com relatos de vítimas ao g1  Joice criou grupos no WhatsApp e atraiu consumidoras oferecendo cosméticos a preços extremamente baixos. Para se ter uma ideia  produtos que normalmente custam entre R$ 30 e R$ 45 eram anunciados por apenas R$ 1.             As ofertas chamaram a atenção de muitas clientes  que realizaram pedidos e pagaram. No entanto  mesmo após o prazo informado de até 50 dias para entrega  os produtos nunca chegaram.       🔔Receba no WhatsApp as notícias do Centro Oeste de MG             Produtos eram anunciados a R$ 1 no grupo do aplicativo de mensagem em Divinópolis Foto: Reprodução/Redes Sociais     Produtos eram anunciados a R$ 1 no grupo do aplicativo de mensagem em Divinópolis Foto: Reprodução/Redes Sociais       Prejuízos      Uma das vítimas do suposto golpe  que preferiu não ser identificada  investiu mais de R$ 600 em compras.      Os preços eram muito atrativos  então fiz meu pedido e aguardei pacientemente  mas os dias foram passando e nada do produto chegar. Quando percebi que outras pessoas estavam na mesma situação  vi que caí em um golpe  relatou.      A faxineira Cibele Ribeiro também caiu no suposto golpe. Ela fez quatro compras  mas nenhuma foi entregue.            Eu não recebi nada  nem os produtos nem o reembolso do dinheiro. A primeira compra deveria ter sido entregue no início de janeiro  mas o prazo passou e nada. Quando entrei em contato  um rapaz me disse que o setor de estoque falaria comigo  mas passaram semanas e nada aconteceu. Enquanto isso  os prazos das outras compras também foram vencendo  contou.      Cibele só percebeu que poderia ser um golpe quando uma amiga relatou que várias mulheres estavam na mesma situação. A faxineira contou que tinha gente com mais de R$ 2 mil em compras atrasadas e sem resposta.       A situação começou a ficar suspeita  e parecia que ela não estava conseguindo pagar ninguém. No sábado de carnaval  percebi algo estranho. Ela postava no grupo dizendo que enviaria os pedidos  mas naquele dia começou a postar até depois da meia noite  fora do horário normal. Parecia desesperada. Depois  mandou um áudio dizendo que estava sem funcionários  mas que atenderia todo mundo e pedia paciência  lembrou.      Investigação e orientação às vítimas      A Polícia Civil orienta que possíveis vítimas formalizem a denúncia. Como se trata de um crime de ação penal condicionada à representação  é fundamental que as lesadas  além de registrarem o fato na PM  compareçam a uma unidade da Polícia Civil para oficializar a queixa.            Caso Thay Costah: influenciadora indiciada por estelionato deixa prisão em MGInfluenciadora mineira é indiciada por estelionato por vender pacotes de marketing digital e não entregarBiomédica é condenada em mais um processo por erro em procedimento estético      Siga o g1 Centro Oeste MG no Instagram  Facebook e X      VÍDEOS: veja tudo sobre o Centro Oeste de Minas|S|CIBERCRIME BANCÁRIO
205|453|Influenciador é preso por divulgar jogos de cassino virtual                Um influenciador digital foi preso nesta terça feira (1°)  em Vitória da Conquista  no sudoeste do estado  por suspeito de estelionato. Ele é apontado como divulgador de cassino virtual nas redes sociais  em plataformas ilegais de jogos online.        Segundo a Polícia Civil  Igor Moura postava supostos ganhos absurdos para atrair mais vítimas para apostas  cujos resultados eram duvidosos. As investigações indicam que poucas eram as pessoas ganhavam e  quando isso acontecia  os resultados eram muito menores do que o homem divulgava.       A plataforma que ele divulgava consiste em um cadastro feito através de um link emitido pelo próprio suspeito  onde a pessoa coloca todos os seus dados  chave pix  e deposita um valor sugerido por ele para a aposta. Além disso  o influenciador também sugeria o melhor horário para jogar.            Segundo a polícia  por causa das apostas  ele conseguiu adquirir uma loja com capital inicial de R$ 70 mil  um carro avaliado em R$ 180 mil e um imóvel de alto padrão avaliado em R$ 500 mil. Nas redes sociais  Igor ostentava uma vida de luxo  com carros e viagens.       Durante a ação  foram apreendidos um notebook  20 cartões de crédito  três máquinas de cartão  quantia em dinheiro e dois carros. O suspeito foi levado para a delegacia  onde segue à disposição da Justiça.       A produção da TV Sudoeste  afiliada da Rede Bahia na região  tentou entrar em contato com a defesa do influenciador digital  mas não conseguiu.       Ainda na terça feira  a Justiça autorizou a soltura de Igor Moura após pedido do Ministério Público da Bahia (MP BA)  que entendeu que faltou elementos indicativos para a prisão em flagrante.       A Justiça ainda determinou a devolução dos bens de Igor: dois carros  cartão bancário e uma quantia em dinheiro.       LEIA TAMBÉM:      Influenciador de Feira de Santana preso por divulgar jogos ilegais é transferido para presídio em SalvadorInfluenciador preso na BA por divulgar jogo do tigrinho ostentava viagens de luxo para mais de 170 mil seguidoresJogo do tigrinho: polícia apreende carros de luxo  motos e imóveis de suspeitos de golpes                 Influenciador digital é preso suspeito de estelionato por divulgar jogos de cassino online em Vitória da Conquista Foto: Reprodução/Redes Sociais     Influenciador digital é preso suspeito de estelionato por divulgar jogos de cassino online em Vitória da Conquista Foto: Reprodução/Redes Sociais        Veja mais notícias do estado no g1 Bahia.      Assista aos vídeos do g1 e TV Bahia 💻         31 vídeos|N|
206|457|É #FAKE que inscrições para o Concurso Nacional Unificado 2025 estão abertas trata se de golpe Foto: Reprodução     É #FAKE que inscrições para o Concurso Nacional Unificado 2025 estão abertas trata se de golpe Foto: Reprodução                Circulam nas redes sociais publicações  com data de março de 2025  que simulam o site do governo e anunciam inscrições para o Concurso Nacional Unificado (CNU) 2025. É #FAKE. selo fake Foto: g1     selo fake Foto: g1              🛑 O que dizem as publicações falsas?      No Facebook e no Instagram  inúmeros anúncios pagos exibem cartazes com rostos de jovens e logotipos do governo federal e do Ministério da Gestão e da Inovação em Serviços Públicos. Um texto mentiroso afirma: Concurso Nacional Unificado. Já é o maior concurso em inscrições. Hoje é o último dia! Inscreva se no concurso CNU agora ou vai ficar de fora! .Ao clicar no cartaz  o leitor é levado à página cnu.inscricoesabertascnu  que não tem nenhuma relação com o site do governo. O formulário do endereço exige dados como número do CPF e endereço  além do pagamento de taxas que vão de R$ 60 a R$ 90. O pagamento via PIX vai para uma intermediadora que esconde o destinatário final dos valores.       ▶️ O que diz o Ministério da Gestão e Informação?      Em 9 de março de 2025  a pasta divulgou o seguinte alerta nas redes sociais:     O MGI informa que as inscrições para o CNU 2025 ainda não estão abertas. Fique atento e não caia em golpes! Infelizmente  golpistas estão tentando enganar as pessoas com informações falsas sobre abertura das inscrições.     Em e mail enviado ao Fato ou Fake  a assessoria de imprensa do ministério explicou que o edital do CNU 2025 ainda nem foi lançado  reforçando que informações seguras estão no site oficial (www.gov.br/gestao/concursonacional)  e afirmou:            Esse [do anúncio] é um site falso. No domingo (9) os golpistas usavam outro endereço (cnu.inscricaocnu.site)  que já foi derrubado  após o MGI acionar os órgãos competentes por meio do Centro Integrado de Segurança Cibernética do Governo Digital (Cisc GOV.BR).      Em entrevista concedida em 5 de fevereiro de 2025  a ministra da Gestão  Esther Dweck  disse que o plano da pasta é lançar o edital da segunda edição do CNU no final do primeiro trimestre deste ano.      📌 O que diz a Meta?      Procurada pelo Fato ou Fake  a Meta (empresa que controla o Facebook  o Instagram  o WhatsApp e Threads) afirmou que não permite atividades que tenham como objetivo enganar  fraudar ou explorar terceiros. Estamos sempre aprimorando a nossa tecnologia para combater atividades suspeitas. Também recomendamos que as pessoas denunciem quaisquer conteúdos que acreditem ir contra os Padrões da Comunidade do Facebook  das Diretrizes da Comunidade do Instagram e os Padrões de Publicidade da Meta através dos próprios aplicativos  diz a nota.             É #FAKE que inscrições para o Concurso Nacional Unificado 2025 estão abertas trata se de golpe Foto: Reprodução     É #FAKE que inscrições para o Concurso Nacional Unificado 2025 estão abertas trata se de golpe Foto: Reprodução             Veja também     É #FAKE que Musk descobriu fraude na Previdência dos EUA com pagamento a milhões de pessoas mortas ou com mais de 100 anos                             É #FAKE que Musk descobriu fraude na Previdência dos EUA        VÍDEOS: Fato ou Fake explica         50 vídeos                  VEJA outras checagens feitas pela equipe do FATO ou FAKEAdicione nosso número de WhatsApp +55 (21) 97305 9827 (após adicionar o número  mande uma saudação para ser inscrito)|N|
207|459|Página falsa do g1 anuncia segunda edição do CNU é golpe Foto: Imagem: g1     Página falsa do g1 anuncia segunda edição do CNU é golpe Foto: Imagem: g1               Circulam nas redes sociais publicações de uma falsa página que imita o g1 e anuncia que as inscrições para o Concurso Nacional Unificado (CNU) 2025 estão no prazo final. É #FAKE. selo fake Foto: g1     selo fake Foto: g1             🛑 O que diz a página mentirosa?      No Instagram  circula um conteúdo patrocinado com o anúncio da segunda edição do CNU  o Enem dos Concursos. Ao clicar em Saiba mais  o usuário é levado para uma falsa página que imita o g1 que e tem o seguinte título: Inscrições para a segunda edição do CNU 2025 estão abertas: 3.500 vagas com salário inicial de R$ 9 mil .Mais abaixo  há um botão clicável com o comando Faça a sua inscrição agora. Também se pede ao usuário que faça isso rapidamente  alegando que inscrições irão encerrar hoje. O link cnu concurso.online que não tem qualquer relação com o site oficial do governo. O formulário exige dados pessoais  como número do CPF e endereço  além do pagamento de uma taxa de R$ 40 para os níveis médio e superior. O pagamento via PIX vai para uma intermediadora de pagamentos    voluti.com.br    que esconde o destinatário final dos valores. Em 11 de março de 2025  o Fato ou Fake publicou um desmentido semelhante mas  em lugar de uma imitação do g1  o link levava a uma versão falsa do site do governo.       ⚠️ Por que o conteúdo é falso?           Em 19 de março de 2025  o Ministério da Gestão e da Inovação em Serviços Públicos  que organiza o CNU  publicou uma nota informando que as inscrições para a segunda edição do processo seletivo não estão abertas e que páginas falsas na internet simulam inscrição e geram risco de roubo de dados  além de pagamentos indevidos.      Desde que tomou conhecimento desses sites falsos  o Ministério da Gestão acionou os órgãos competentes por meio do Centro Integrado de Segurança Cibernética do Governo Digital (Cisc GOV.BR) e os sites estão sendo derrubados  diz o comunicado.      O post repete um alerta feito em 9 de março de 2025: Fique atento e não caia em golpes! Infelizmente  golpistas estão tentando enganar as pessoas com informações falsas sobre abertura das inscrições.O que os golpistas vêm fazendo reiteradamente é mudar o domínio dos sites falsos  possibilitando que as páginas falsas escapem das denúncias: primeiro  usaram o domínio cnu.inscricaocnu  depois cnu.inscricoesabertascnu  e  agora  cnu concurso.online.O único site oficial do MGI é www.gov.br/gestao/concursonacional.Em entrevista concedida em 5 de fevereiro de 2025  a ministra da Gestão  Esther Dweck  disse que o plano da pasta é lançar o edital da segunda edição do CNU no final do primeiro trimestre deste ano.           ▶️ Como denunciar o golpe? O usuário que identificar uma página falsa  pode entrar no site www.falabr.cgu.gov.br  clicar no ícone de denúncia e preencher os dados. A plataforma Fala.BR é um canal integrado para encaminhamento de manifestações (acesso à informação  denúncias  reclamações  solicitações  sugestões  elogios e simplifique) a órgãos e entidades do poder público. O serviço on line está disponível 24 horas  todos os dias da semana.       📌 O que diz a Meta?      Quando publicou a checagem anterior sobre o golpe que usava o CNU  o Fato ou Fake procurou a Meta (empresa que controla o Facebook  o Instagram  o WhatsApp e Threads). A empresa afirmou que não permite atividades que tenham como objetivo enganar  fraudar ou explorar terceiros. Estamos sempre aprimorando a nossa tecnologia para combater atividades suspeitas. Também recomendamos que as pessoas denunciem quaisquer conteúdos que acreditem ir contra os Padrões da Comunidade do Facebook  das Diretrizes da Comunidade do Instagram e os Padrões de Publicidade da Meta através dos próprios aplicativos  dizia a nota.             Página falsa do g1 anuncia segunda edição do CNU é golpe Foto: Imagem: g1     Página falsa do g1 anuncia segunda edição do CNU é golpe Foto: Imagem: g1            Veja também     É #FAKE que mulher fazer xixi depois de sexo evita gravidez                              É #FAKE que mulher fazer xixi depois de sexo evita gravidez        VÍDEOS: Fato ou Fake explica         50 vídeos                 VEJA outras checagens feitas pela equipe do FATO ou FAKEAdicione nosso número de WhatsApp +55 (21) 97305 9827 (após adicionar o número  mande uma saudação para ser inscrito)|S|OUTROS CIBERCRIMES
208|463|Central de Atendimento ao Contribuinte de Santarém Foto: Reprodução/Redes sociais     Central de Atendimento ao Contribuinte de Santarém Foto: Reprodução/Redes sociais               Em nota publicada na tarde desta quarta feira (28)  a Prefeitura de Santarém  no oeste do Pará  fez um alerta à população a respeito de um golpe via e mail com o assunto “Irregularidade no Alvará de Funcionamento”. A denúncia sobre o e mail chegou ao conhecimento da Prefeitura por meio das secretaria municipais de Urbanismo e Serviços Públicos (Semurb) e Secretaria Municipal de Finanças (Sefin).       ✅ Clique aqui e siga o canal g1 Santarém e Região no WhatsApp      De acordo com a Prefeitrura  o e mail não é oficial e trata se de golpe. E reiterou que o Alvará de Funcionamento não é de competência da Semurb  mas  sim  de responsabilidade da Secretaria Municipal de Finanças (Sefin)  através da Central de Atendimento ao Contribuinte (CAC). A busca pelo serviço pode ser feita no site da prefeitura neste link  ou pessoal na Central que está localizada na Avenida Sérgio Henn  nº 829  bairro Aeroporto Velho.            Por fim a prefeitura orienta que havendo qualquer suspeita de golpe  o contribuinte não responda ao e mail e entre imediatamente em contato com a Central de Atendimento ao Contribuinte por meio do número: 93 99206 8077 ou do e mail oficial: cac@santarem.pa.gov.br.                               Novo decreto dispensa empresas de baixo risco de alvará de funcionamento em Santarém                     VÍDEOS: Mais vistos do g1 Santarém e Região          50 vídeos|N|
209|467|Golpes através das redes sociais se intensificam na pandemia                 Golpes nas redes sociais e na internet se intensificaram em São Paulo durante a pandemia de coronavírus  alertam especialistas em segurança digital.        Ao menos 842 mil aplicativos de mensagens por celular foram clonados no primeiro semestre deste ano no estado  aponta levantamento feito por uma empresa. De acordo com a ClearSale  só em março deste ano  já durante o início da pandemia de coronavírus  350 mil contas de WhatsApp foram invadidas.       Ainda segundo a pesquisa  mais de 267 mil tentativas de golpes de cartão de crédito foram feitas na internet  de janeiro a junho de 2020 em São Paulo. O valor das compras de todas essas tentativas foi de quase R$ 240 milhões. Números 65% maiores do que no mesmo período do ano passado.             O objetivo dos hackers é pegar informações pessoais das vítimas para depois aplicar golpes e roubar dinheiro delas. Entre os principais itens comprados pelos criminosos estão celulares  aparelhos eletrônicos e bolsas.              Criminosos estão clonando contas de WhatsApp Foto: Reprodução/Arquivo/TV Mirante     Criminosos estão clonando contas de WhatsApp Foto: Reprodução/Arquivo/TV Mirante        Num desses casos  um golpista clonou o celular do publicitário Diego Russo e disparou mensagens para seu grupo de amigos pedindo dinheiro emprestado.      “Eles entraram em contato com uma amiga minha e um colega de trabalho”  disse Diego  que acabou tendo sua conta do WhatsApp copiada após clicar num link falso de uma clínica médica onde costumava se consultar.       A mensagem pedia para ele inserir na página um código enviado por SMS em seu celular. Diego acabou conseguindo recuperar a conta depois. Como seus amigos desconfiaram do pedido de dinheiro  eles ligaram para o publicitário  que negou a informação e evitou que fosse feito algum depósito para os bandidos.            Dicas de segurança            Especialistas alertam sobre riscos de se fazer compras online com cartões Foto: Reprodução/Arquivo/TV Mirante     Especialistas alertam sobre riscos de se fazer compras online com cartões Foto: Reprodução/Arquivo/TV Mirante        Segundo especialistas  uma das maneiras de se evitar cair no golpe da clonagem dos apps de mensagem é aumentar a segurança do seu celular. Para isso é preciso entrar em: ajustes  conta  e confirmação em duas etapas e inserir uma senha que somente o usuário saiba.      “Durante a pandemia os golpes tiveram crescimento muito grande. Muitos deles aproveitando essa temática de pandemia  de coronavírus  Ministério da Saúde  liberação do auxílio emergencial...“  disse Emílio Simoni  especialista em segurança digital.      Restaurantes também acabam sendo alvos dos golpistas. Os criminosos copiam perfis os estabelecimentos comerciais nas redes sociais para tentar enganar os clientes e conseguir clonar os aplicativos de mensagens dos celulares deles.             Os bandidos fazem  por exemplo  contas fakes dos restaurantes na web  divulgando promoções falsas para tentar atacar os aparelhos das vítimas.      “Eles entraram em contato com os clientes  falando que eles tinham ganhado um jantar cortesia no restaurante. Os clientes perceberam que era um golpe e nos comunicaram“  disse Giovanni Carneiro  sócio de um restaurante.       Esse restaurante e outros na capital foram avisados pelos clientes do golpe. Os donos então procuraram as autoridades policiais para tentar tirar do ar as páginas com as contas falsas na internet.      “No final eles acabaram salvando a gente dessa roubada”  disse o chef Chico Ferreira.            Clonagem de contas de WhatsApp se intensificou durante a pandemia Foto: Reprodução/Arquivo/TV Mirante     Clonagem de contas de WhatsApp se intensificou durante a pandemia Foto: Reprodução/Arquivo/TV Mirante              Outro golpe que está sendo aplicado nas redes sociais é que rouba dados dos cartões de crédito na internet. Compras online trazem comodidades  mas também alguns riscos.       Dados do cartão da empresária Elis Silva foram roubados do cadastrado de um aplicativo. Depois os criminosos fizeram compras no nome dela.      “Tive de fazer boletim de ocorrência e enviar para o banco para pedir o reembolso desse valor”  disse Elis.     O que diz o Whatsapp      Em nota  o Whatsapp diz que recomenda a todos os usuários ativarem a verificação em duas etapas no celular. E reforça que a senha não deve ser compartilhada com ninguém. Ressalta ainda que o golpista não tem acesso às mensagens armazenadas no telefone  anteriores à invasão.                    CORONAVÍRUS VÍDEOS: Coronavírus: perguntas e respostas VACINA: testes estão em andamento pelo mundo SIGA as novidades Manual das máscaras: como fazer  como usar e a importância do uso  Como se prevenir do coronavírus? Saiba quais os sintomas do coronavírus e quando procurar um médico Veja o que é #FATO ou #FAKE sobre o coronavírus|S|OUTROS CIBERCRIMES
210|469|Homem mata a mãe e é preso suspeito de feminicídio no norte da Bahia                Um homem de 28 anos foi preso em flagrante após matar a própria mãe no povoado de Tanquinho  zona rural da cidade de Lapão  no norte da Bahia. De acordo com a Polícia Civil  o crime foi enquadrado como feminicídio devido o parentesco e contexto de violência doméstica.        A vítima foi identificada como Maísa Maria de Novas  de 54 anos. Conforme informado pela polícia  ela morava com o filho foi atacada com golpes de faca e pedradas enquanto dormia.      Clique aqui e siga o perfil do g1 Bahia no Instagram      Após cometer o crime  o suspeito foi até a casa do avô  na mesma região  e confessou que havia matado a mãe. O idoso acionou a polícia  que foi até o local e prendeu o suspeito.            Algumas testemunhas do caso já foram ouvidas e  segundo o avô  o suspeito tem transtornos psicológicos  o que provocou o crime.       O suspeito foi encaminhado para o Conjunto Penal de Irecê e está a disposição da Justiça.             Vítima foi morta pelo próprio filho no norte da Bahia Foto: Redes sociais     Vítima foi morta pelo próprio filho no norte da Bahia Foto: Redes sociais       Mulheres vítimas de violência: veja lista com serviços de apoio jurídico e psicológico gratuitos oferecidos na BahiaConheça ferramenta: cartilha ajuda mulheres a identificar se estão em relação abusiva     Homem mata ex companheira      Em Serra do Ramalho  no oeste da Bahia  um homem teve o mandado de prisão cumprido na terça feira (27)  por suspeita de matar a ex companheira com golpes de faca. Segundo a Polícia Civil  a prisão ocorreu após uma negociação com a família do acusado.            O crime ocorreu em 22 de maio. O suspeito invadiu a casa de Josineide Generosa da Soledade  de 37 anos  e a matou.       O mandado de prisão temporária foi expedido pela Justiça durante as investigações. Após ser preso  o suspeito confessou o crime. Ele foi levado para a delegacia de Bom Jesus da Lapa.       LEIA TAMBÉM:      Mulher é morta a facadas na frente dos filhos e no dia que ia oficializar divórcio em SalvadorMulher que tinha medida protetiva contra ex é morta a tiros na Bahia      Veja mais notícias do estado em g1 Bahia.      Assista aos vídeos do g1 e TV Bahia 📺         28 vídeos|N|OUTROS CIBERCRIMES
