|links
461|https://www.terra.com.br/noticias/dino/golpe-do-cartao-de-credito-clonado-na-internet-afeta-a-vida-dos-brasileiro,d85b15bde8d0a89e143a94625b00d5b7eqdy8bm5.html
463|https://g1.globo.com/ba/bahia/noticia/2024/08/22/golpe-do-cartao-virtual-bahia.ghtml
465|https://g1.globo.com/es/espirito-santo/noticia/2024/12/02/grupo-suspeito-de-clonar-cartoes-de-alimentacao-e-aplicar-golpe-milionario-e-preso-no-es.ghtml
467|https://g1.globo.com/pe/pernambuco/noticia/2021/06/07/jovem-e-flagrado-ao-sair-de-loja-com-roupa-de-r10-mil-e-preso-por-suspeita-de-dar-golpe-do-falso-cartao-de-credito-clonado.ghtml
471|https://g1.globo.com/sp/campinas-regiao/noticia/2022/05/11/policia-civil-alerta-sobre-golpe-do-cartao-que-faz-vitimas-na-regiao-entenda-como-funciona.ghtml
473|https://www.cnnbrasil.com.br/nacional/casal-e-preso-apos-se-hospedar-em-hotel-de-luxo-com-cartao-clonado-no-rj/
475|https://www.tjsc.jus.br/web/imprensa/-/golpista-do-cartao-clonado-pilhado-novamente-recebe-agora-pena-de-15-anos-de-prisao
477|https://g1.globo.com/rs/rio-grande-do-sul/noticia/2022/03/29/policia-civil-prende-grupo-de-sao-paulo-que-aplicava-golpe-do-cartao-clonado-em-santa-maria.ghtml
479|https://www.correiobraziliense.com.br/brasil/2022/05/5008700-golpe-do-morango-saiba-o-que-fazer-quando-o-cartao-for-clonado.html
481|https://g1.globo.com/sp/presidente-prudente-regiao/noticia/2021/02/05/homem-que-aplicava-golpe-da-falsa-clonagem-de-cartao-e-preso-com-r-35-mil-em-hotel-de-presidente-prudente.ghtml
483|https://oglobo.globo.com/economia/defesa-do-consumidor/clonagem-de-cartao-de-credito-a-fraude-mais-comum-no-pais-23676676
485|https://g1.globo.com/profissao-reporter/noticia/2023/11/22/tropa-do-cartao-clonado-jovens-dancam-com-dinheiros-e-cartoes-ao-som-de-musicas-que-fazem-apologia-ao-crime.ghtml
487|https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2019/12/11/aposentada-perde-r-85-mil-em-golpe-do-cartao-clonado-em-rio-preto.ghtml
489|https://g1.globo.com/ce/ceara/noticia/2023/05/19/emprestimos-irregulares-no-cartao-de-credito-sao-anunciados-em-cartazes-nas-ruas-de-fortaleza-pratica-e-crime.ghtml
491|https://www.correiodopovo.com.br/notícias/polícia/organização-criminosa-que-aplicava-golpe-do-cartão-clonado-é-alvo-da-polícia-civil-1.533843
497|https://g1.globo.com/se/sergipe/noticia/2021/06/25/comerciantes-sao-vitimas-do-golpe-do-cartao-de-credito-clonado-em-sergipe.ghtml
501|https://g1.globo.com/fantastico/noticia/2020/06/21/golpe-do-motoboy-causa-prejuizos-de-ate-r-8-mil-entenda-como-funciona-e-como-evitar.ghtml
505|https://g1.globo.com/sp/santos-regiao/noticia/2020/05/08/suspeito-que-aplicava-golpe-do-cartao-clonado-e-preso-no-interior-de-sp.ghtml
507|https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/09/26/casal-preso-cartao-clonado.ghtml
509|https://g1.globo.com/fantastico/noticia/2021/05/30/cartao-clonado-motoboy-anuncio-falso-golpes-explodem-durante-a-pandemia-veja-casos.ghtml
511|https://g1.globo.com/pr/parana/noticia/2025/04/09/mulher-e-vitima-de-golpe-do-aniversario-e-tem-prejuizo-de-r-7-mil-em-curitiba.ghtml
513|https://www.terra.com.br/byte/golpe-no-instagram-copia-perfis-de-mulheres-para-clonar-cartoes-de-credito,2c5ef5bdd0743a28a5673830134391fc7kiiv7k4.html
518|https://www.nsctotal.com.br/noticias/homem-e-preso-em-flagrante-ao-aplicar-golpe-do-cartao-clonado-em-blumenau
520|https://g1.globo.com/rs/rio-grande-do-sul/noticia/audios-mostram-como-quadrilha-aplica-golpe-por-telefone-em-usuarios-de-cartoes-de-credito.ghtml
522|https://www.techtudo.com.br/noticias/2021/05/novo-golpe-do-whatsapp-clonado-rouba-senha-da-verificacao-em-duas-etapas.ghtml
524|https://g1.globo.com/economia/tecnologia/blog/altieres-rohr/post/2021/06/17/clonagem-de-cartao-o-que-fazer-para-minimizar-o-prejuizo.ghtml
526|https://www.techtudo.com.br/listas/2018/10/golpe-com-boleto-bancario-conheca-tres-fraudes-comuns-na-internet.ghtml
528|https://g1.globo.com/rj/rio-de-janeiro/noticia/2022/01/25/influencer-e-presa-em-flagrante-no-rio.ghtml
530|https://www.nsctotal.com.br/noticias/golpe-do-cartao-clonado-cresce-em-sc-saiba-como-nao-cair
532|https://g1.globo.com/go/goias/noticia/2020/08/05/homem-e-preso-suspeito-de-comprar-mercadorias-com-cartoes-de-credito-clonados-em-goiania.ghtml
534|https://g1.globo.com/go/goias/especial-publicitario/saneago/noticia/2025/06/02/do-golpe-do-delivery-ao-golpe-do-app-clonado-o-crime-se-modernizou-e-voce.ghtml
536|https://www.nsctotal.com.br/noticias/golpe-do-cartao-clonado-da-prejuizo-de-r-56-mil-a-cinco-idosos-em-gaspar
538|https://www.techtudo.com.br/guia/2024/10/whatsapp-clonado-tudo-o-que-voce-precisa-saber-sobre-golpe-no-app-edapps.ghtml
540|https://g1.globo.com/ba/bahia/noticia/2025/02/04/homem-e-preso-por-compra-de-celular-com-cartao-clonado.ghtml
544|https://g1.globo.com/tecnologia/noticia/2023/10/11/whatsapp-clonado-o-que-fazer-se-for-vitima-e-como-prevenir-golpes.ghtml
546|https://g1.globo.com/mg/sul-de-minas/noticia/2025/04/24/policia-civil-prende-homem-suspeito-de-usar-cartao-clonado-no-comercio-de-pocos-de-caldas-e-apreende-celular-e-videogame.ghtml
548|https://www.nsctotal.com.br/noticias/homem-e-condenado-por-aplicar-golpe-do-cartao-clonado-em-brusque
550|https://www.estadao.com.br/estadao-verifica/postagem-sobre-devolucao-de-dinheiro-por-uso-de-cartao-de-credito-e-golpe/
552|https://www.terra.com.br/byte/como-saber-se-meu-celular-foi-clonado-veja-o-que-fazer,59c29baf4f9b5141614aef5c9a3363dccp4n9ast.html
554|https://oglobo.globo.com/economia/defesa-do-consumidor/noticia/2023/10/16/e-golpe-mensagens-alertam-supostas-compras-em-cartao-e-encaminham-para-falso-0800-de-banco-onde-dados-sao-roubados.ghtml
556|https://g1.globo.com/go/goias/noticia/2022/10/18/loja-faz-sucesso-apos-mulher-viralizar-ao-contar-que-marido-achou-que-o-cartao-de-credito-havia-sido-clonado-apos-ela-usa-lo.ghtml
558|https://g1.globo.com/tecnologia/noticia/2021/10/10/whatsapp-clonado-ou-roubado-saiba-como-evitar-golpes-e-recuperar-sua-conta.ghtml
560|https://www.techtudo.com.br/listas/2019/10/golpe-do-boleto-falso-sete-dicas-para-nao-cair-em-armadilhas.ghtml
562|https://g1.globo.com/pr/oeste-sudoeste/noticia/2021/05/03/pf-investiga-a-aplicacao-de-golpes-contra-clientes-da-caixa-economica-federal-em-cascavel.ghtml
564|https://natelinha.uol.com.br/famosos/2020/10/07/marilia-mendonca-tem-cartao-clonado-e-ladrao-tenta-comprar-viagem-para-cancun-152136.php
566|https://www.techtudo.com.br/listas/2022/01/whatsapp-clonado-como-recuperar-conta-e-se-proteger-de-golpe.ghtml
569|https://www.em.com.br/emfoco/2025/05/14/cuidado-golpes-no-whatsapp-estao-em-alta-novamente-e-voce-pode-ser-a-proxima-vitima/
571|https://www.uai.com.br/uainoticias/2025/05/13/golpe-no-whatsapp-afeta-milhoes-de-brasileiros-deixando-usuarios-em-alerta/
573|https://www.uai.com.br/uainoticias/2025/05/11/novos-golpes-do-whatsapp-vem-com-tudo-gerando-terror-aos-usuarios/
577|https://www.uai.com.br/uainoticias/2025/04/21/o-novo-golpe-no-whatsapp-que-esta-assustando-o-brasil/
579|https://agenciabrasil.ebc.com.br/economia/noticia/2025-04/veja-os-10-golpes-mais-aplicados-contra-clientes-bancarios-em-2024
581|https://www.poder360.com.br/poder-justica/golpes-por-whatsapp-foram-os-mais-aplicados-em-2024-leia-ranking/
583|https://noticias.uol.com.br/comprova/ultimas-noticias/2025/04/07/saiba-o-que-fazer-ao-receber-mensagem-de-numero-desconhecido-no-whatsapp.htm
585|https://www.infomoney.com.br/consumo/golpe-do-falso-comprovante-via-whatsapp-pode-roubar-senhas-bancarias-veja-detalhes/
587|https://www.metropoles.com/brasil/comprovantespray-saiba-como-se-proteger-de-novo-golpe-no-whatsapp
591|https://www.mojeek.com/search?q=Golpe%20no%20whatsapp&fmt=news
592|https://olhardigital.com.br/2025/02/04/seguranca/golpe-no-whatsapp-rouba-credenciais-bancarias-de-usuarios/
594|https://economia.uol.com.br/noticias/estadao-conteudo/2025/01/31/itau-passa-a-alertar-cliente-via-whatsapp-sobre-possiveis-golpes-em-transacoes.htm
596|https://www.band.uol.com.br/noticias/golpe-do-pix-whatsapp-e-mais-saiba-como-se-defender-das-principais-fraudes-digitais-202501221328#
598|https://tecnoblog.net/responde/como-fazer-uma-denuncia-no-whatsapp-saiba-reportar-contas-grupos-ou-mensagens/
600|https://www.uol.com.br/tilt/noticias/redacao/2024/11/14/executivo-cai-em-golpe-de-whatsapp-e-transfere-r-270-milhoes-veja-o-caso.htm
602|https://olhardigital.com.br/2024/11/14/seguranca/conheca-4-funcoes-do-whatsapp-que-te-protegem-contra-golpes-no-app/
604|https://sejaefi.com.br/blog/golpe-no-whatsapp-como-se-proteger
606|https://veja.abril.com.br/coluna/radar-economico/whatsapp-e-o-principal-canal-para-golpes-que-ja-miraram-80-das-pessoas
608|https://www.tecmundo.com.br/seguranca/290676-proteger-golpe-do-numero-novo.htm
610|https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/10/01/golpes-em-aplicativos-de-relacionamento.htm
612|https://einvestidor.estadao.com.br/educacao-financeira/golpes-whatsapp-estelionato-virtual-vitimas-seguro/
614|https://olhardigital.com.br/2024/09/13/pro/veja-o-que-fazer-se-voce-cair-no-golpe-do-numero-novo-do-whatsapp/
616|https://www.infomoney.com.br/minhas-financas/golpe-do-pix-errado-envolve-whatsapp-e-mecanismo-do-bc-saiba-como-se-proteger/
618|https://www.uol.com.br/tilt/noticias/redacao/2024/06/04/golpes-mensagens-sms-whatsapp.htm
620|https://br.ign.com/whatsapp/124239/news/recebeu-um-ola-o-que-fazer-se-um-estranho-te-enviar-mensagem-no-whatsapp
622|https://tecnoblog.net/responde/como-proteger-o-whatsapp-conheca-os-principais-tipos-de-golpes-e-saiba-evita-los/
624|https://tecnoblog.net/responde/bloquear-desbloquear-alguem-whatsapp/
626|https://www.acidadeon.com/tudoep/tudo-inovacao/foi-alvo-de-golpe-no-whatsapp-veja-o-que-fazer/
628|https://www.uol.com.br/tilt/noticias/redacao/2024/05/03/como-denunciar-golpes-no-whatsapp.htm
630|https://www.estadao.com.br/brasil/golpes-pelo-whatsapp-como-detectar-fraudes-pelo-aplicativo-e-o-que-fazer-para-evita-las-nprm/
634|https://gauchazh.clicrbs.com.br/seguranca/noticia/2024/04/golpes-no-whatsapp-veja-cinco-fraudes-comuns-e-como-se-proteger-delas-clushshup00nb013fkwfm8lmf.html
636|https://gauchazh.clicrbs.com.br/seguranca/noticia/2024/03/homem-filma-tentativa-de-golpe-pelo-whatsapp-e-acaba-caindo-mesmo-assim-clu9snvo2001y0195n6bgip9x.html
638|https://blog.cresol.com.br/saiba-como-se-proteger-do-golpe-do-whatsapp/
640|https://www.otempo.com.br/economia/golpes-usam-o-whatsapp-como-isca-para-desviar-pix-veja-como-funciona-1.3278627
644|https://www.migalhas.com.br/quentes/396253/facebook-deve-fornecer-dados-de-envolvidos-em-golpe-via-whatsapp
646|https://blog.pagseguro.uol.com.br/golpe-do-valores-a-receber/#:~:text=Como funciona o golpe de,deixado em alguma conta bancária.
648|https://tecnoblog.net/responde/como-recuperar-um-whatsapp-clonado-contas-roubadas/
650|https://www.oficinadanet.com.br/whatsapp/34360-fique-de-olho-veja-como-evitar-cinco-golpes-do-whatsapp-em-2021
652|https://jovempan.com.br/opiniao-jovem-pan/comentaristas/davis-alves/conheca-os-10-principais-golpes-de-whatsapp.html
656|https://br.financas.yahoo.com/noticias/o-que-fazer-quando-cair-210000244.html
658|https://www.cnnbrasil.com.br/nacional/especialista-explica-como-evitar-golpes-em-pagamento-via-whatsapp-veja/
660|https://motor1.uol.com.br/news/654264/golpe-whatsapp-sorteio-toyota-corolla/
662|https://olhardigital.com.br/2023/02/01/dicas-e-tutoriais/5-dicas-de-seguranca-para-evitar-golpes-no-whatsapp/
664|https://canaltech.com.br/seguranca/como-funcionam-os-golpes-no-whatsapp/
666|https://olhardigital.com.br/2022/10/06/seguranca/saiba-quais-os-golpes-mais-comuns-no-whatsapp/
668|https://www.folhabv.com.br/inovacao-e-tech/confira-os-tres-golpes-mais-praticados-por-criminosos-pelo-whatsapp/
670|https://canaltech.com.br/seguranca/golpe-no-whatsapp-promete-sorteios-falsos-e-contamina-celulares-220859/
673|https://securityleaders.com.br/golpes-pelo-whatsapp-conheca-os-8-tipos-mais-comuns/
675|https://midiamax.uol.com.br/policia/2022/audio-preso-aplica-golpe-no-whatsapp-e-rebate-ao-ser-flagrado-em-ms-to-no-meu-corre-to-trampando/
677|https://www.uol.com.br/tilt/noticias/redacao/2022/06/17/golpe-do-meio-periodo-adianta-denunciar-mensagem-no-whatsapp-o-que-rola.htm
679|https://blog.pagseguro.uol.com.br/como-proteger-seu-whatsapp/
681|https://www.em.com.br/app/noticia/tecnologia/2022/06/09/interna_tecnologia,1372258/novo-golpe-no-whatsapp-criminosos-usam-nome-de-faccao-para-roubar-vitimas.shtml
683|https://macmagazine.com.br/post/2022/06/02/como-funciona-o-golpe-no-whatsapp-que-rouba-conta-com-ligacao/
685|https://macmagazine.com.br/post/2022/05/26/golpe-no-whatsapp-permite-invadir-conta-por-meio-de-ligacao/
687|https://www.tudocelular.com/seguranca/noticias/n190589/whatsapp-golpe-rouba-conta-usuario-ligacao.html
689|https://www.uol.com.br/tilt/noticias/redacao/2022/04/25/golpistas-fingem-ser-do-suporte-do-whatsapp-para-fazer-vitimas-proteja-se.htm
691|https://canaltech.com.br/seguranca/como-denunciar-golpes-no-whatsapp-4-dicas-de-seguranca-212989/
696|https://canaltech.com.br/seguranca/estes-sao-os-golpes-mais-comuns-no-whatsapp-veja-como-se-proteger-213052/
698|https://www.techtudo.com.br/stories/2022/03/13/whatsapp-clonado-5-coisas-que-voce-precisa-saber-sobre-o-golpe.ghtml
700|https://www.tecmundo.com.br/seguranca/234500-whatsapp-43-usuarios-vitimas-golpes-diz-pesquisa.htm
704|https://www.em.com.br/app/noticia/nacional/2022/02/14/interna_nacional,1344682/fique-atento-saiba-como-nao-cair-em-novo-golpe-que-circula-no-whatsapp.shtml
706|https://www.em.com.br/app/colunistas/direito-e-inovacao/2022/01/20/noticia-direito-e-inovacao,1338927/de-quem-e-a-responsabilidade-por-golpes-no-whatsapp.shtml
708|https://canaltech.com.br/seguranca/novos-golpes-com-whatsapp-podem-roubar-dados-bancarios-205795/
710|https://canaltech.com.br/seguranca/vitima-de-golpe-no-whatsapp-da-o-troco-e-engana-criminoso-204554/
712|https://noticias.r7.com/tecnologia-e-ciencia/whatsapp-criminosos-usam-foto-de-perfil-de-usuarios-para-aplicar-golpe-13122021/
714|https://tecnoblog.net/noticias/2021/12/09/golpe-via-whatsapp-usa-dados-vazados-e-pede-dinheiro-a-parentes-da-vitima/
716|https://canaltech.com.br/seguranca/e-golpe-falsas-ofertas-de-emprego-chegam-por-sms-e-whatsapp-para-roubar-dados-203527/
718|https://www.uol.com.br/tilt/noticias/redacao/2021/11/30/internauta-trola-bandido-em-golpe-do-whatsapp-e-viraliza-saiba-se-proteger.htm
720|https://olhardigital.com.br/2021/10/18/seguranca/golpe-sequestra-whatsapp-com-ajuda-da-propria-vitima-veja-como-se-proteger/
722|https://www.uol.com.br/tilt/noticias/redacao/2021/10/17/golpe-sequestra-contas-do-whatsapp-com-ajuda-do-proprio-usuario.htm
724|https://jovempan.com.br/noticias/brasil/caiu-no-golpe-do-whatsapp-especialista-em-direito-digital-ensina-como-proceder.html
726|https://www.cnnbrasil.com.br/business/golpe-no-whatsapp-consegue-burlar-verificacao-em-duas-etapas/
728|https://www.uol.com.br/tilt/noticias/redacao/2021/05/17/golpe-no-whatsapp-consegue-burlar-autenticacao-de-dois-fatores.htm
730|https://istoe.com.br/novo-golpe-rouba-senha-da-verificacao-em-duas-etapas-no-whatsapp/
732|https://tecnoblog.net/noticias/golpe-engenhoso-rouba-whatsapp-de-quem-tem-conta-protegida-por-senha/
734|https://epocanegocios.globo.com/Tecnologia/noticia/2021/05/em-novo-golpe-no-whatsapp-criminosos-conseguem-burlar-dupla-autenticacao-saiba-como-se-proteger.html
736|https://www.tecmundo.com.br/internet/217177-post-usuaria-dando-golpe-golpista-repercute-internet-veja.htm
738|https://www.tecmundo.com.br/seguranca/215881-golpe-promete-deixar-whatsapp-rosa-rouba-dados.htm
740|https://istoe.com.br/novo-golpe-com-whatsapp-rosa-pode-controlar-celulares-das-vitimas/
742|https://mundoconectado.com.br/artigos/v/17821/novo-golpe-duplica-whatsapp-e-pede-dinheiro-para-contatos
744|https://economia.uol.com.br/noticias/redacao/2021/01/15/golpe-pix-whatsapp-fraude.htm
748|https://www.uol.com.br/tilt/noticias/redacao/2020/10/20/perfis-falsos-entenda-novo-golpe-no-whatsapp-que-afetou-ate-boulos.htm
750|https://tecnologia.ig.com.br/2020-10-17/novo-golpe-do-whatsapp-rouba-dinheiro-dos-usuarios-saiba-como-se-proteger.html
752|https://gauchazh.clicrbs.com.br/seguranca/noticia/2020/08/golpe-do-whatsapp-como-criminosos-se-disfarcam-para-pedir-dinheiro-pelo-aplicativo-veja-dicas-para-se-prevenir-ckehjh59r000a013lvic7ubqk.html
754|https://www.uol.com.br/tilt/noticias/redacao/2020/08/10/golpe-do-whatsapp-veja-o-que-fazer-para-evitar-que-o-app-seja-clonado.htm
756|https://olhardigital.com.br/2020/07/27/seguranca/tentativa-de-golpe-por-whatsapp-e-registrada-e-viraliza-na-internet-ouca/
760|https://olhardigital.com.br/fique_seguro/noticia/novo-golpe-do-whatsapp-invade-contas-com-o-codigo-de-verificacao/97388
762|https://link.estadao.com.br/noticias/empresas,golpes-no-whatsapp-se-multiplicam-veja-como-fazer-para-se-proteger,70003160375
764|https://mundoconectado.com.br/artigos/v/12034/golpe-do-whatsapp-clonado-usa-a-ingenuidade-dos-usuarios-para-roubar-dinheiro
768|https://olhardigital.com.br/2019/12/16/seguranca/caiu-em-golpe-no-whatsapp-especialista-ensina-recuperar-a-conta/
770|https://www.bbc.com/portuguese/geral-50314341
772|https://tecnoblog.net/noticias/golpe-whatsapp-rouba-conta-celular-anuncio-online-olx-mercado-livre/
774|https://www.uol.com.br/tilt/noticias/redacao/2019/10/22/entenda-o-golpe-que-rouba-conta-de-whatsapp-sem-usar-virus.htm
780|https://www.metropoles.com/brasil/policia-br/mulher-cai-em-golpe-do-whatsapp-e-bandido-diz-tem-que-amadurecer
782|https://canaltech.com.br/seguranca/novo-golpe-rouba-whatsapp-de-quem-anunciou-algum-produto-na-internet-140165/
784|https://noticias.r7.com/brasil/golpe-rouba-linha-de-celular-para-usar-dados-e-whatsapp-da-vitima-05042019/
786|https://canaltech.com.br/hacker/golpe-do-whatsapp-clonado-atinge-cerca-de-5-mil-pessoas-no-brasil-128777/
788|https://tecnologia.ig.com.br/2018-12-10/golpe-clonagem-whatsapp.html
790|https://www.uol.com.br/tilt/noticias/redacao/2018/11/13/meu-whatsapp-foi-clonado-como-vitima-de-golpe-recuperou-conta-no-app.htm
792|https://olhardigital.com.br/dicas_e_tutoriais/noticia/sim-swap-saiba-como-criminosos-sequestram-as-contas-de-whatsapp/79348
794|https://noticias.r7.com/tecnologia-e-ciencia/golpe-no-whatsapp-usa-app-de-entregas-para-atrair-86-mil-vitimas-23082018
796|https://www.uol.com.br/tilt/noticias/redacao/2018/04/18/novo-golpe-no-whatsapp-promete-recarga-de-celular-gratuita.htm
801|https://gizmodo.uol.com.br/golpe-whatsapp-ipva/
803|https://www.tecmundo.com.br/seguranca/123656-fotos-festa-otimas-golpe-usa-whatsapp-te-enganar.htm
805|https://www.adrenaline.com.br/seguranca/novo-golpe-que-usa-o-nome-do-boticario-no-whatsapp-ja-pegou-1-milhao-de-pessoas/
807|https://www.jusbrasil.com.br/artigos/o-que-devemos-fazer-quando-caimos-em-um-golpe-do-whatsapp/449974155
809|https://www.tudocelular.com/android/noticias/n55205/novo-golpe-simula-mensagem-voz-whatsapp.html
811|https://www.adrenaline.com.br/noticias/golpe-online-no-brasil-promete-whatsapp-gratuito-para-pcs/
813|https://www.techtudo.com.br/listas/2021/01/cinco-golpes-no-whatsapp-para-ficar-de-olho-em-2021.ghtml
815|https://www.techtudo.com.br/listas/2020/10/novo-golpe-no-whatsapp-usa-contas-falsas-para-pedir-dinheiro-entenda.ghtml
817|https://www.techtudo.com.br/listas/2022/11/como-denunciar-golpe-no-whatsapp-veja-5-dicas-de-seguranca.ghtml
819|https://www.techtudo.com.br/listas/2024/04/golpe-do-whatsapp-conheca-5-fraudes-comuns-e-como-fugir-delas-edapps.ghtml
821|https://www.techtudo.com.br/noticias/2024/04/whatsapp-clonado-criminoso-revela-a-vitima-como-aplica-golpes-e-viraliza-edapps.ghtml
823|https://valor.globo.com/financas/noticia/2025/04/16/golpe-do-whatsapp-e-o-mais-aplicado-no-brasil-entenda-como-funciona-e-como-se-proteger.ghtml
825|https://www.estadao.com.br/brasil/golpes-pelo-whatsapp-o-que-fazer-se-for-vitima-veja-orientacoes-nprm/
827|https://g1.globo.com/tecnologia/noticia/2025/04/12/programador-da-contragolpe-pelo-whatsapp-e-descobre-golpista-em-cadeia.ghtml
829|https://g1.globo.com/pb/paraiba/noticia/2024/04/24/advogado-e-alvo-de-tentativa-de-golpe-no-whatsapp-e-viraliza-ao-expor-conversa-com-golpista-minha-primeira-reacao-foi-achar-graca.ghtml
831|https://www.techtudo.com.br/noticias/2019/05/novo-golpe-rouba-seu-whatsapp-sem-usar-virus-entenda-e-saiba-evitar.ghtml
833|https://www.nsctotal.com.br/noticias/golpe-whatsapp
835|https://www.terra.com.br/byte/novo-golpe-de-falsa-taxa-de-entrega-circula-no-whatsapp-entenda,5a3423a54d251fc3c2a1656ea17d8915e3fw8bo3.html
837|https://oglobo.globo.com/economia/tecnologia/noticia/2025/01/08/veja-cinco-novos-golpes-que-podem-hackear-seu-whatsapp.ghtml
839|https://www.cnnbrasil.com.br/tecnologia/golpes-de-whatsapp-afetam-cerca-15-mil-pessoas-por-dia-diz-levantamento/
840|https://www.techtudo.com.br/noticias/2019/12/como-clonar-whatsapp-entenda-os-perigos-do-golpe-e-saiba-se-proteger.ghtml
842|https://www.techtudo.com.br/dicas-e-tutoriais/2017/09/golpes-de-whatsapp-o-guia-definitivo-para-nao-cair-em-ciladas.ghtml
844|https://oglobo.globo.com/economia/noticia/2024/11/12/executivo-cai-em-golpe-no-whatsapp-e-termina-condenado-a-24-anos-de-prisao-nos-eua-entenda.ghtml
846|https://g1.globo.com/economia/tecnologia/blog/altieres-rohr/post/2019/05/10/golpistas-roubam-contas-de-whatsapp-com-torpedos-e-ligacoes-saiba-como-se-proteger.ghtml
848|https://oglobo.globo.com/economia/tecnologia/conheca-os-golpes-mais-comuns-no-whatsapp-aprenda-se-defender-24290163
850|https://g1.globo.com/tecnologia/noticia/2024/07/31/rebeca-andrade-e-alvo-do-golpe-do-falso-familiar-no-whatsapp-veja-como-se-proteger.ghtml
854|https://g1.globo.com/df/distrito-federal/noticia/2024/05/23/golpe-do-namoro-criminosos-que-se-passavam-por-mulheres-e-usavam-internet-para-atrair-vitimas-sao-presos-no-df.ghtml
856|https://g1.globo.com/fato-ou-fake/noticia/2025/03/06/e-fake-mensagem-que-fala-sobre-whatsapp-gold-e-virus-que-pode-zerar-a-conta-bancaria-e-bloquear-o-celular.ghtml
858|https://www.terra.com.br/byte/golpe-pelo-whatsapp-promete-falso-emprego-em-nome-do-google-e-youtube,3cde178ddcaa1a5c2145d00fe3fa0f9fsusu2jrh.html
860|https://g1.globo.com/ac/acre/noticia/2025/02/18/em-golpe-da-faccao-criminosos-fazem-ameacas-e-exigem-ate-r-3-mil-de-vitimas-saiba-como-se-proteger.ghtml
862|https://g1.globo.com/fato-ou-fake/noticia/2025/04/09/e-fake-mensagem-sobre-golpe-do-pix-apos-ligacao-que-pede-para-a-pessoa-apertar-2-se-estiver-vacinada.ghtml
864|https://g1.globo.com/ro/rondonia/noticia/2024/07/31/suspeitos-se-passam-por-integrantes-de-faccao-para-aplicar-golpes-em-empresarios-e-comerciantes-em-ro.ghtml
866|https://www.techtudo.com.br/listas/2022/07/golpe-do-falso-emprego-no-whatsapp-como-funciona-e-como-se-proteger.ghtml
868|https://www.cnnbrasil.com.br/tecnologia/whatsapp-em-2020/
870|https://g1.globo.com/especial-publicitario/whatsapp/noticia/2020/04/30/veja-em-5-passos-como-se-proteger-de-golpes-no-whatsapp.ghtml
872|https://www.terra.com.br/economia/5-dicas-para-nao-cair-no-golpe-do-falso-advogado-por-whatsapp,1d17527c895345a53dab4a058343600987w0l3l6.html
874|https://www.correiodopovo.com.br/jornal-com-tecnologia/golpes-saiba-o-que-fazer-ao-receber-mensagem-de-n%C3%BAmero-desconhecido-no-whatsapp-1.1596298
876|https://g1.globo.com/jornal-nacional/noticia/2022/04/05/presa-quadrilha-suspeita-de-aplicar-golpes-milionarios-pelo-whatsapp.ghtml
878|https://www.techtudo.com.br/listas/2020/01/whatsapp-clonado-conheca-os-tipos-de-golpe-e-saiba-se-proteger.ghtml
881|https://midiamax.uol.com.br/policia/2025/comerciante-perde-r-250-ao-cair-em-golpe-da-guia-falsa-para-renovacao-da-cnh/
883|https://www.cnnbrasil.com.br/nacional/sudeste/sp/policia-desmonta-falsa-central-telefonica-e-prende-11-em-guarulhos-sp/
885|https://canaltech.com.br/seguranca/santander-libera-alerta-de-golpe-da-falsa-central-no-app-para-empresas/
887|https://economia.uol.com.br/noticias/redacao/2025/05/14/saque-social-como-funciona-o-golpe-que-simula-programas-de-governo.htm
889|https://noticias.uol.com.br/politica/ultimas-noticias/2025/05/13/pf-suspeita-de-fraudes-de-reconhecimento-facial-em-3-mil-contas-do-govbr.htm
891|https://www.migalhas.com.br/quentes/429713/especialista-orienta-como-evitar-golpe-de-falsa-central-de-atendimento
893|https://noticias.uol.com.br/politica/ultimas-noticias/2025/05/01/quem-e-quem-fraude-inss.htm
895|https://economia.uol.com.br/noticias/redacao/2025/04/16/10-golpes-mais-comuns-contra-clientes-bancarios-em-2024-e-como-se-proteger.htm
899|https://www.cnnbrasil.com.br/nacional/centro-oeste/df/policia-desarticula-grupo-que-aplicava-golpe-da-falsa-central-bancaria/
903|https://www.mojeek.com/search?q=Golpe%20falsa%20central&fmt=news
904|https://noticias.uol.com.br/cotidiano/ultimas-noticias/2025/04/15/presos-golpe-falsa-central-de-banco.htm
906|https://www.metropoles.com/distrito-federal/grupo-que-criou-falsa-central-de-banco-movimentou-r-3-mi-com-golpes
910|https://www.conjur.com.br/2025-abr-07/teoria-do-risco-da-atividade-se-aplica-a-golpe-da-falsa-central/
914|https://www.uol.com.br/carros/noticias/redacao/2025/03/21/multa-falsa-como-funciona-o-golpe-que-tem-enganado-os-motoristas.htm
916|https://www.migalhas.com.br/quentes/426507/nubank-e-mercado-pago-ressarcirao-cliente-apos-golpe-da-falsa-central
918|https://www.band.uol.com.br/noticias/brasil-urgente/ultimas/golpe-da-falsa-entrega-suspeitos-de-integrar-quadrilha-sao-presos-em-sao-paulo-202502251923
920|https://www.cnnbrasil.com.br/nacional/sudeste/mg/pf-prende-grupo-que-aplicava-golpes-com-falsa-central-de-atendimento-em-mg/
